"","RESPONDENT_RACE","PARTNER_RACE","respondent_education","partner_education","PPPARTYID3","Q12"
"872","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"873","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"874","(1) NH white","(1) NH white","Bachelors","Advanced degree","(1) republican","(4) another party, please specify"
"875","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"876","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"877","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"878","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"879","(1) NH white","(4) NH Asian Pac Islander","Less than Bachelors","Bachelors","(1) republican","(4) another party, please specify"
"880","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(1) republican","(1) republican"
"881","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"882","(1) NH white","(4) NH Asian Pac Islander","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"883","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(3) independent"
"884","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"885","(1) NH white","(1) NH white","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"886","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"887","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"888","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"889","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(2) democrat"
"890","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"891","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"892","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"893","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"894","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"895","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"896","(6) Hispanic","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"897","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"898","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"899","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(3) independent"
"900","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"901","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(2) other","(3) independent"
"902","(2) NH black","(2) NH black","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"903","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"904","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"905","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"906","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"907","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"908","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"909","(6) Hispanic","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(4) another party, please specify"
"910","(3) NH Amer Indian","(3) NH Amer Indian","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"911","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"912","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"913","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"914","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(1) republican"
"915","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"916","(2) NH black","(2) NH black","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"917","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"918","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"919","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(3) independent"
"920","(1) NH white","(1) NH white","Advanced degree","Bachelors","(1) republican","(5) no preference"
"921","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"922","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"923","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"924","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"925","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(1) republican","(3) independent"
"926","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"927","(6) Hispanic","(6) Hispanic","Bachelors","Bachelors","(3) democrat","(2) democrat"
"928","(6) Hispanic","(1) NH white","Bachelors","Advanced degree","(3) democrat","(4) another party, please specify"
"929","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"930","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"931","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"932","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"933","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"934","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"935","(6) Hispanic","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"936","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"937","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"938","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"939","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"940","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"941","(1) NH white","(1) NH white","Bachelors","Bachelors","(3) democrat","(2) democrat"
"942","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"943","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"944","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"945","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"946","(2) NH black","(2) NH black","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"947","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"948","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"949","(2) NH black","(5) NH Other","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"950","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"951","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"952","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"953","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(1) republican","(1) republican"
"954","(6) Hispanic","(6) Hispanic","Bachelors","Bachelors","(1) republican","(3) independent"
"955","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"956","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"957","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(4) another party, please specify"
"958","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"959","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(1) republican"
"960","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"961","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"962","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"963","(1) NH white","(1) NH white","Advanced degree","Bachelors","(3) democrat","(2) democrat"
"964","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(2) other","(1) republican"
"965","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"966","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(3) democrat","(2) democrat"
"967","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"968","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"969","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(3) independent"
"970","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(1) republican","(1) republican"
"971","(6) Hispanic","(6) Hispanic","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"972","(1) NH white","(1) NH white","Bachelors","Bachelors","(1) republican","(1) republican"
"973","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(3) independent"
"974","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"975","(1) NH white","(5) NH Other","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"976","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(5) no preference"
"977","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(1) republican","(2) democrat"
"978","(1) NH white","(6) Hispanic","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"979","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"980","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(2) democrat"
"981","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"982","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"983","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(1) republican"
"984","(5) NH Other","(2) NH black","Bachelors","Advanced degree","(3) democrat","(2) democrat"
"985","(1) NH white","(1) NH white","Advanced degree","Less than Bachelors","(1) republican","(1) republican"
"986","(1) NH white","(1) NH white","Less than Bachelors","Bachelors","(3) democrat","(2) democrat"
"987","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(1) republican"
"988","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(2) other","(5) no preference"
"989","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
"990","(1) NH white","(1) NH white","Less than Bachelors","Advanced degree","(3) democrat","(3) independent"
"991","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(3) democrat","(5) no preference"
"992","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(3) democrat","(3) independent"
"993","(1) NH white","(1) NH white","Advanced degree","Advanced degree","(3) democrat","(2) democrat"
"994","(1) NH white","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(2) democrat"
"995","(1) NH white","(1) NH white","Bachelors","Less than Bachelors","(1) republican","(1) republican"
"996","(6) Hispanic","(3) NH Amer Indian","Less than Bachelors","Advanced degree","(3) democrat","(2) democrat"
"997","(6) Hispanic","(1) NH white","Less than Bachelors","Less than Bachelors","(1) republican","(3) independent"
